name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta,Industry PE,Industry PB,Risk_Score,risk,alt-score
Punjab National Bank,PNB,Banks,17359.75,31-03-2023,513113.33,1.84,25.28,0.56,1.46,12.5,1.5,-0.671733333,Moderately risky,0.001082365
Puravankara Ltd.,PURVA,Realty,17359.75,31-03-2023,15497.73,4.82,13.57,0.86,1.51,12.5,1.5,0.313066667,Moderately risky,0.751324469
Quess Corp Ltd.,QUESS,Diversified,17359.75,31-03-2023,54793.03,8.97,41.21,2.53,1.32,18.0,2.5,-0.724444444,Moderately risky,3.549531266
Quick Heal Technologies Ltd.,QUICKHEAL,IT - Software,17359.75,31-03-2023,7056.17,0.68,195.46,1.68,1.39,30.0,5.0,-5.173333333,Highly risky,0.449244463
R Systems International Ltd.,RSYSTEMS,IT - Software,17359.75,31-03-2023,30120.06,10.4,24.49,7.12,0.64,30.0,5.0,1.159666667,Non risky,7.84752533
Radico Khaitan Ltd.,RADICO,Alcoholic Beverages,17359.75,31-03-2023,159686.68,15.29,78.12,7.42,1.09,20.0,3.0,-2.940333333,Highly risky,5.61372748
Rail Vikas Nigam Ltd.,RVNL,Construction,17359.75,31-03-2023,143032.38,6.06,11.32,2.09,1.13,17.0,2.2,0.860117647,Non risky,2.315865724
Rain Industries Ltd.,RAIN,Trading,17359.75,31-03-2023,50132.32,0.72,207.42,5.56,1.58,18.5,2.5,-11.94389189,Highly risky,2.776160257
Raj Television Network Ltd.,RAJTV,Entertainment,17359.75,31-03-2023,2037.6,0.22,180.32,2.05,0.92,25.0,4.0,-5.6233,Highly risky,1.304218956
Rajesh Exports Ltd.,RAJESHEXPO,"Diamond, Gems and Jewellery",17359.75,31-03-2023,180138.1,1.03,592.95,3.6,0.38,20.0,3.5,-27.95307143,Highly risky,1.645931045
Rallis India Ltd.,RALLIS,Agro Chemicals,17359.75,31-03-2023,37513.05,6.17,31.24,2.17,1.07,18.0,2.0,-0.273555556,Moderately risky,1.822988776
Rama Steel Tubes Ltd.,RAMASTEEL,Steel,17359.75,31-03-2023,12973.17,0.36,78.15,5.3,1.37,15.5,1.9,-6.165409168,Highly risky,6.418447035
Ramkrishna Forgings Ltd.,RKFORGE,"Castings, Forgings & Fastners",17359.75,31-03-2023,45744.4,14.59,19.61,3.52,1.75,16.0,2.0,-0.276625,Moderately risky,2.896981424
Ramky Infrastructure Ltd.,RAMKY,Construction,17359.75,31-03-2023,20181.54,30.99,9.41,2.24,1.71,17.0,2.2,2.81728877,Non risky,2.170616437
Rane Brake Lining Ltd.,RBL,Auto Ancillaries,17359.75,31-03-2023,4874.46,35.33,17.85,1.87,1.22,18.5,2.4,3.568968468,Investment Worthy,2.721935117
Rane Holdings Ltd.,RANEHOLDIN,Finance,17359.75,31-03-2023,12363.87,35.83,24.17,2.31,1.28,15.0,1.8,2.408333333,Non risky,1.226920527
Ratnamani Metals & Tubes Ltd.,RATNAMANI,Steel,17359.75,31-03-2023,138911.83,73.2,27.07,5.15,0.61,15.5,1.9,5.253022071,Investment Worthy,4.837809337
Refex Industries Ltd.,REFEX,Chemicals,17359.75,31-03-2023,5254.84,52.6,4.52,1.67,1.29,20.0,3.5,6.266857143,Investment Worthy,3.505570408
Reliance Industrial Infrastructure Ltd.,RIIL,Infrastructure Developers & Operators,17359.75,31-03-2023,11805.93,11.94,65.48,3.01,1.64,20.0,3.0,-1.723333333,Highly risky,1.980231219
Reliance Industries Ltd.,RELIANCE,Refineries,17359.75,31-03-2023,15772103.45,63.71,36.59,3.29,0.93,12.0,1.5,3.1985,Investment Worthy,1.811886029
Remsons Industries Ltd.,REMSONSIND,Auto Ancillaries,17359.75,31-03-2023,1091.82,13.51,14.14,2.62,1.06,18.5,2.4,1.435009009,Non risky,3.104821977
Repro India Ltd.,REPRO,Media - Print/Television/Radio,17359.75,31-03-2023,4537.0,5.0,71.34,1.71,0.99,18.0,2.5,-2.137333333,Highly risky,2.598295658
Responsive Industries Ltd.,RESPONIND,Plastic products,17359.75,31-03-2023,32870.3,0.37,332.7,4.8,0.77,15.5,2.0,-21.59751613,Highly risky,5.516475915
Rossell India Ltd.,ROSSELLIND,Plantation & Plantation Products,17359.75,31-03-2023,9131.97,7.25,33.41,3.19,1.36,16.0,2.0,-1.318125,Moderately risky,3.307951974
Royal Orchid Hotels Ltd.,ROHLTD,Hotels & Restaurants,17359.75,31-03-2023,7476.11,10.28,26.53,3.47,1.74,20.0,3.0,-0.195166667,Moderately risky,1.865785955
Ruchi Infrastructure Ltd.,RUCHINFRA,Miscellaneous,17359.75,31-03-2023,1724.02,0.04,191.56,1.02,0.95,18.5,2.5,-8.708594595,Highly risky,0.782705134
Ruchira Papers Ltd.,RUCHIRA,Paper,17359.75,31-03-2023,2784.54,22.66,4.12,0.73,1.67,13.5,1.6,2.834564815,Non risky,2.40550919
Rushil Decor Ltd.,RUSHIL,Miscellaneous,17359.75,31-03-2023,5211.46,39.02,6.71,1.51,1.25,18.5,2.5,4.685297297,Investment Worthy,1.765080786
Sagar Cements Ltd.,SAGCEM,Cement,17359.75,31-03-2023,24801.76,2.81,67.56,1.49,1.14,17.5,2.5,-2.315571429,Highly risky,1.318393648
Sagardeep Alloys Ltd.,SAGARDEEP,Non Ferrous Metals,17359.75,31-03-2023,343.71,0.3,67.39,1.25,0.44,14.0,1.5,-3.056904762,Highly risky,3.253126523
Sakar Healthcare Ltd.,SAKAR,Pharmaceuticals,17359.75,31-03-2023,3819.42,6.71,29.91,2.18,0.66,25.0,3.5,1.191742857,Non risky,2.349436379
Saksoft Ltd.,SAKSOFT,IT - Software,17359.75,31-03-2023,15298.63,2.63,54.99,8.77,1.01,30.0,5.0,-1.334,Moderately risky,11.46386883
Sakuma Exports Ltd.,SAKUMA,Trading,17359.75,31-03-2023,2392.51,1.03,9.95,0.86,1.51,18.5,2.5,0.711162162,Moderately risky,5.647385149
Salona Cotspin Ltd.,SALONA,Textiles,17359.75,31-03-2023,1246.4,33.39,7.09,1.68,0.94,15.0,1.8,3.993,Investment Worthy,3.565973025
Sandhar Technologies Ltd.,SANDHAR,Auto Ancillaries,17359.75,31-03-2023,12149.49,14.42,13.99,1.31,1.14,18.5,2.4,1.99995045,Non risky,2.476050055
Sangam (India) Ltd.,SANGAMIND,Textiles,17359.75,31-03-2023,9687.26,34.11,6.3,1.13,1.36,15.0,1.8,4.003222222,Investment Worthy,2.575136652
Sanghvi Movers Ltd.,SANGHVIMOV,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,15243.87,19.34,18.2,1.81,1.26,17.5,2.5,1.91,Non risky,2.390373859
Sanginita Chemicals Ltd.,SANGINITA,Chemicals,17359.75,31-03-2023,327.22,0.24,77.91,0.82,0.77,20.0,3.5,-1.875785714,Highly risky,2.440160966
Sanofi India Ltd.,SANOFI,Pharmaceuticals,17359.75,31-03-2023,132089.83,223.53,25.66,9.01,0.47,25.0,3.5,21.28231429,Investment Worthy,1.893881217
Sarda Energy & Minerals Ltd.,SARDAEN,Steel,17359.75,31-03-2023,37618.46,181.17,5.89,1.2,1.69,15.5,1.9,18.41542105,Investment Worthy,2.391872609
Sastasundar Ventures Ltd.,SASTASUNDR,Finance,17359.75,31-03-2023,7015.81,0.2,1079.35,2.57,1.1,15.0,1.8,-71.46444444,Highly risky,1.857554046
Satia Industries Ltd.,SATIA,Paper,17359.75,31-03-2023,10550.0,19.22,5.49,1.44,0.82,13.5,1.6,2.795333333,Non risky,1.78096115
Satin Creditcare Network Ltd.,SATIN,Finance,17359.75,31-03-2023,10853.29,7.57,16.83,0.58,1.69,15.0,1.8,0.622777778,Moderately risky,0.512026828
Savita Oil Technologies Ltd.,SOTL,Petrochemicals,17359.75,31-03-2023,16380.25,32.66,7.26,1.12,0.94,12.0,1.5,3.974333333,Investment Worthy,2.436942422
Schaeffler India Ltd.,SCHAEFFLER,Bearings,17359.75,31-03-2023,448208.59,56.02,51.18,9.95,0.73,14.5,1.8,-1.18543295,Moderately risky,6.301896029
Schneider Electric Infrastructure Ltd.,SCHNEIDER,Capital Goods - Electrical Equipment,17359.75,31-03-2023,37228.5,4.03,38.59,79.8,1.25,18.5,2.3,-34.62859812,Highly risky,5.425552514
Seamec Ltd.,SEAMECLTD,Shipping,17359.75,31-03-2023,15129.15,15.79,37.68,2.2,1.05,15.0,2.0,-0.083,Moderately risky,1.357990474
Selan Exploration Technology Ltd.,SELAN,Crude Oil & Natural Gas,17359.75,31-03-2023,3699.68,20.3,11.99,1.03,1.14,12.0,1.5,2.204166667,Non risky,1.047118644
Shalby Ltd.,SHALBY,Healthcare,17359.75,31-03-2023,14494.91,7.32,18.34,1.49,1.49,22.0,3.0,0.91169697,Non risky,1.602747778
Shankara Building Products Ltd.,SHANKARA,Trading,17359.75,31-03-2023,13997.5,22.47,27.26,3.24,1.35,18.5,2.5,1.127486486,Non risky,4.741611993
Shanthi Gears Ltd.,SHANTIGEAR,Auto Ancillaries,17359.75,31-03-2023,28158.55,8.71,42.13,9.31,0.98,18.5,2.4,-3.265463964,Highly risky,6.600563151
Sharda Cropchem Ltd.,SHARDACROP,Agro Chemicals,17359.75,31-03-2023,44180.98,36.03,13.59,2.21,1.26,18.0,2.0,3.483,Investment Worthy,1.344846279
Shemaroo Entertainment Ltd.,SHEMAROO,Entertainment,17359.75,31-03-2023,2890.83,3.07,34.62,0.49,0.84,25.0,4.0,0.9597,Non risky,0.875938321
Shilpa Medicare Ltd.,SHILPAMED,Pharmaceuticals,17359.75,31-03-2023,19864.61,7.41,30.86,0.94,1.09,25.0,3.5,1.148028571,Non risky,0.587349703
Shoppers Stop Ltd.,SHOPERSTOP,Retail,17359.75,31-03-2023,71134.04,8.54,75.93,30.7,1.26,22.5,2.5,-13.06066667,Highly risky,2.574423125
Shree Cement Ltd.,SHREECEM,Cement,17359.75,31-03-2023,944844.74,291.88,89.72,5.17,1.08,17.5,2.5,23.91314286,Investment Worthy,2.824386878
Shree Rama Multi-Tech Ltd.,SHREERAMA,Packaging,17359.75,31-03-2023,542.65,1.11,7.71,1.83,1.35,17.0,2.3,0.511818414,Moderately risky,3.328295032
Shreyans Industries Ltd.,SHREYANIND,Paper,17359.75,31-03-2023,1974.15,52.86,2.7,0.65,1.7,13.5,1.6,5.97975,Investment Worthy,2.842585495
Shreyas Shipping & Logistics Ltd.,SHREYAS,Shipping,17359.75,31-03-2023,5255.54,89.63,2.67,0.64,1.46,15.0,2.0,10.005,Investment Worthy,2.290629474
Siemens Ltd.,SIEMENS,Capital Goods - Electrical Equipment,17359.75,31-03-2023,1184865.51,45.11,73.76,9.72,0.93,18.5,2.3,-1.632113984,Moderately risky,3.474943029
Sirca Paints India Ltd.,SIRCA,Trading,17359.75,31-03-2023,17663.51,16.83,38.29,6.65,1.12,18.5,2.5,-1.16672973,Moderately risky,5.00888625
Skipper Ltd.,SKIPPER,Engineering,17359.75,31-03-2023,9876.87,3.19,30.2,1.29,1.64,16.5,2.2,-0.737666667,Moderately risky,1.61483915
Snowman Logistics Ltd.,SNOWMAN,Logistics,17359.75,31-03-2023,5346.82,0.5,64.11,1.27,0.95,18.0,2.2,-2.038939394,Highly risky,1.30886927
Sobha Ltd.,SOBHA,Realty,17359.75,31-03-2023,40840.62,6.67,64.56,1.74,1.56,12.5,1.5,-4.2178,Highly risky,0.664072095
Solar Industries India Ltd.,SOLARINDS,Chemicals,17359.75,31-03-2023,343183.53,48.0,79.01,19.42,0.74,20.0,3.5,-2.439071429,Highly risky,11.18377568
Somany Ceramics Ltd.,SOMANYCERA,Ceramic Products,17359.75,31-03-2023,20763.52,18.83,25.95,2.65,1.3,15.0,2.0,0.528,Moderately risky,2.868429268
Somi Conveyor Beltings Ltd.,SOMICONVEY,Plantation & Plantation Products,17359.75,31-03-2023,424.07,2.95,12.22,0.63,1.47,16.0,2.0,0.74625,Moderately risky,1.060614929
Sonata Software Ltd.,SONATSOFTW,IT - Software,17359.75,31-03-2023,117259.64,15.34,54.53,21.18,1.06,30.0,5.0,-2.579666667,Highly risky,10.21760345
South West Pinnacle Exploration Ltd.,SOUTHWEST,Mining & Mineral products,17359.75,31-03-2023,3116.7,2.97,37.55,2.68,0.75,15.0,2.0,-1.296333333,Moderately risky,1.989867706
Spacenet Enterprises India Ltd.,SPAL,Textiles,17359.75,31-03-2023,8618.78,0.05,319.21,23.03,0.32,15.0,1.8,-31.39011111,Highly risky,14.61799423
Speciality Restaurants Ltd.,SPECIALITY,Hotels & Restaurants,17359.75,31-03-2023,9976.15,17.33,12.26,4.03,1.53,20.0,3.0,1.246666667,Non risky,2.452477585
Sree Rayalaseema Hi-Strength Hypo Ltd.,SRHHYPOLTD,Chemicals,17359.75,31-03-2023,7037.58,89.9,4.56,0.98,1.54,20.0,3.5,9.942,Investment Worthy,2.415232099
Star Cement Ltd.,STARCEMENT,Cement,17359.75,31-03-2023,45207.58,3.87,28.93,3.09,0.73,17.5,2.5,-0.232142857,Moderately risky,2.949750107
Star Paper Mills Ltd.,STARPAPER,Paper,17359.75,31-03-2023,1425.63,80.0,1.83,0.24,1.86,13.5,1.6,8.854444444,Investment Worthy,0.701106101
Steel City Securities Ltd.,STEELCITY,Stock/ Commodity Brokers,17359.75,31-03-2023,954.01,6.62,9.54,1.0,1.13,17.0,2.2,1.516278075,Non risky,0.179310703
Steel Strips Wheels Ltd.,SSWL,Auto Ancillaries,17359.75,31-03-2023,23156.13,12.39,11.94,2.04,1.22,18.5,2.4,1.523594595,Non risky,2.577341957
Sterling Tools Ltd.,STERTOOLS,"Castings, Forgings & Fastners",17359.75,31-03-2023,14501.55,10.4,38.71,3.61,1.37,16.0,2.0,-1.554375,Moderately risky,2.57787717
Subros Ltd.,SUBROS,Auto Ancillaries,17359.75,31-03-2023,19573.99,6.13,48.97,2.26,1.28,18.5,2.4,-1.255693694,Moderately risky,2.640125467
Sumit Woods Ltd.,SUMIT,Realty,17359.75,31-03-2023,932.9,0.81,37.62,1.69,0.67,12.5,1.5,-1.725266667,Highly risky,1.367683806
Summit Securities Ltd.,SUMMITSEC,Finance,17359.75,31-03-2023,5903.86,17.82,30.39,0.25,0.95,15.0,1.8,1.667111111,Non risky,0.260116847
Sundaram Finance Holdings Ltd.,SUNDARMFIN,Finance,17359.75,31-03-2023,17512.89,4.27,18.48,0.82,0.96,15.0,1.8,0.779444444,Non risky,0.923332727
Sundaram Finance Ltd.,SUNDARAM,Media - Print/Television/Radio,17359.75,31-03-2023,255483.33,94.74,24.27,3.3,0.85,18.0,2.5,8.955666667,Investment Worthy,0.978573028
Sundram Fasteners Ltd.,SUNDRMFAST,"Castings, Forgings & Fastners",17359.75,31-03-2023,205505.55,21.87,44.72,7.06,1.04,16.0,2.0,-2.178,Highly risky,5.265794052
Superhouse Ltd.,SUPERHOUSE,Leather,17359.75,31-03-2023,2594.73,18.32,12.85,0.69,1.45,15.0,2.0,2.180333333,Non risky,1.257114224
Suprajit Engineering Ltd.,SUPRAJIT,Auto Ancillaries,17359.75,31-03-2023,47717.77,13.5,25.55,4.35,1.05,18.5,2.4,0.106418919,Moderately risky,3.495079605
Supreme Industries Ltd.,SUPREMEIND,Plastic products,17359.75,31-03-2023,319288.39,58.78,42.77,8.3,0.9,15.5,2.0,1.068645161,Non risky,7.327410778
Supreme Petrochem Ltd.,SUPPETRO,Petrochemicals,17359.75,31-03-2023,69631.71,26.4,14.03,3.78,0.74,12.0,1.5,1.210833333,Non risky,3.699173799
Surana Solar Ltd.,SURANASOL,Capital Goods - Electrical Equipment,17359.75,31-03-2023,838.97,0.46,36.8,1.46,1.16,18.5,2.3,-0.737971798,Moderately risky,1.771758371
Surya Roshni Ltd.,SURYAROSNI,Steel,17359.75,31-03-2023,35795.66,61.74,10.66,1.92,1.59,15.5,1.9,5.885731749,Investment Worthy,4.156262444
Suryalakshmi Cotton Mills Ltd.,SURYALAXMI,Textiles,17359.75,31-03-2023,881.03,6.62,7.08,0.34,1.52,15.0,1.8,1.481111111,Non risky,1.776600202
Swan Energy Ltd.,SWANENERGY,Textiles,17359.75,31-03-2023,56425.45,0.14,1550.15,4.4,0.73,15.0,1.8,-103.5037778,Highly risky,3.027014637
Swaraj Engines Ltd.,SWARAJENG,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,18698.03,110.7,13.91,5.46,0.82,17.5,2.5,10.27114286,Investment Worthy,5.504649517
Swelect Energy Systems Ltd.,SWELECTES,Capital Goods - Electrical Equipment,17359.75,31-03-2023,4324.04,5.2,54.8,0.59,1.3,18.5,2.3,-0.998683901,Moderately risky,0.605368901
Symphony Ltd.,SYMPHONY,Consumer Durables,17359.75,31-03-2023,70946.89,23.49,43.18,7.78,0.97,20.0,2.5,-0.892,Moderately risky,4.174908152
Syngene International Ltd.,SYNGENE,Pharmaceuticals,17359.75,31-03-2023,238652.81,11.97,49.67,6.59,0.6,25.0,3.5,-0.272657143,Moderately risky,3.848832162
Talbros Automotive Components Ltd.,TALBROAUTO,Auto Ancillaries,17359.75,31-03-2023,5051.21,35.45,11.54,1.63,1.63,18.5,2.4,3.61204955,Investment Worthy,2.581237168
Tamil Nadu Newsprint & Papers Ltd.,TNPL,Paper,17359.75,31-03-2023,15108.67,56.04,3.9,0.78,1.22,13.5,1.6,6.607611111,Investment Worthy,1.028881616
Tamilnadu Petroproducts Ltd.,TNPETRO,Chemicals,17359.75,31-03-2023,6432.96,9.93,7.2,0.84,1.12,20.0,3.5,2.273,Non risky,2.180468665
Tanla Platforms Ltd.,TANLA,IT - Software,17359.75,31-03-2023,70324.99,12.95,40.39,12.4,1.13,30.0,5.0,-0.661333333,Moderately risky,10.4023713
Tantia Constructions Ltd.,TANTIACONS,Infrastructure Developers & Operators,17359.75,31-03-2023,248.62,12.21,0.71,0.08,0.14,20.0,3.0,4.018833333,Investment Worthy,0.339485123
Tarmat Ltd.,TARMAT,Realty,17359.75,31-03-2023,1608.16,2.3,32.82,1.23,1.32,12.5,1.5,-1.5356,Moderately risky,1.495764975
Tasty Bite Eatables Ltd.,TASTYBITE,FMCG,17359.75,31-03-2023,20585.35,120.65,66.49,8.45,0.94,30.0,6.0,10.50033333,Investment Worthy,6.962349056
Tata Chemicals Ltd.,TATACHEM,Chemicals,17359.75,31-03-2023,247737.74,5.89,165.16,1.55,1.15,20.0,3.5,-6.261857143,Highly risky,1.075916161
Tata Coffee Ltd.,TATACOFFEE,Plantation & Plantation Products,17359.75,31-03-2023,38446.68,3.76,54.69,2.83,1.23,16.0,2.0,-2.687125,Highly risky,2.547477887
Tata Communications Ltd.,TATACOMM,Telecomm-Service,17359.75,31-03-2023,354967.5,25.43,48.98,3.6,1.19,12.5,1.5,-1.9654,Highly risky,2.407059282
Tata Consultancy Services Ltd.,TCS,IT - Software,17359.75,31-03-2023,11730552.8,104.94,30.55,15.74,0.64,30.0,5.0,8.687666667,Investment Worthy,7.957366154
Tata Elxsi Ltd.,TATAELXSI,IT - Software,17359.75,31-03-2023,371111.53,121.1,49.21,17.79,1.12,30.0,5.0,8.791666667,Investment Worthy,11.31088524
Tata Metaliks Ltd.,TATAMETALI,Steel,17359.75,31-03-2023,23679.97,25.15,29.82,1.5,1.29,15.5,1.9,1.511655348,Non risky,1.795126071
Tata Motors Ltd.,TATAMOTORS,Automobile,17359.75,31-03-2023,1397621.69,8.74,48.16,6.25,1.75,14.0,1.7,-4.992470588,Highly risky,3.464346377
Tata Steel Ltd.,TATASTEEL,Steel,17359.75,31-03-2023,1277150.62,12.61,8.29,0.95,1.35,15.5,1.9,1.87616129,Non risky,0.758641825
Tech Mahindra Ltd.,TECHM,IT - Software,17359.75,31-03-2023,1073364.4,44.41,24.81,4.26,0.77,30.0,5.0,4.992,Investment Worthy,3.075120745
Technocraft Industries (India) Ltd.,TIIL,Steel,17359.75,31-03-2023,27895.01,82.82,14.67,2.3,1.27,15.5,1.9,7.855022071,Investment Worthy,2.255401039
Thangamayil Jewellery Ltd.,THANGAMAYL,"Diamond, Gems and Jewellery",17359.75,31-03-2023,13789.55,59.74,16.82,3.55,0.96,20.0,3.5,6.158714286,Investment Worthy,4.621672763
Thejo Engineering Ltd.,THEJO,Engineering,17359.75,31-03-2023,14189.59,25.78,51.45,7.89,0.78,16.5,2.2,-1.906545455,Highly risky,4.869098573
Themis Medicare Ltd.,THEMISMED,Pharmaceuticals,17359.75,31-03-2023,10857.89,46.54,25.35,4.38,1.42,25.0,3.5,3.968571429,Investment Worthy,2.563307365
Thermax Ltd.,THERMAX,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,273189.65,26.49,86.53,8.49,0.79,17.5,2.5,-3.481571429,Highly risky,4.082082426
Thirumalai Chemicals Ltd.,TIRUMALCHM,Chemicals,17359.75,31-03-2023,17590.28,10.94,15.7,1.83,1.68,20.0,3.5,1.106142857,Non risky,1.531110875
Thomas Scott (India) Ltd.,THOMASCOTT,Textiles,17359.75,31-03-2023,234.56,4.55,8.12,1.78,0.43,15.0,1.8,1.494777778,Non risky,2.138703432
Thyrocare Technologies Ltd.,THYROCARE,Healthcare,17359.75,31-03-2023,22751.98,10.77,39.92,4.53,0.48,22.0,3.0,0.272454545,Moderately risky,2.21808774
Tide Water Oil Co. (India) Ltd.,TIDEWATER,Chemicals,17359.75,31-03-2023,14460.18,48.61,17.07,2.11,1.01,20.0,3.5,5.394642857,Investment Worthy,1.857862711
Tilaknagar Industries Ltd.,TI,Alcoholic Beverages,17359.75,31-03-2023,20887.82,3.72,30.27,4.42,0.56,20.0,3.0,-0.174833333,Moderately risky,4.019800179
Time Technoplast Ltd.,TIMETECHNO,Plastic products,17359.75,31-03-2023,17413.3,4.92,15.66,1.06,1.6,15.5,2.0,0.351677419,Moderately risky,1.706829316
Times Guaranty Ltd.,TIMESGTY,Finance,17359.75,31-03-2023,441.11,1.0,49.01,1.01,1.07,15.0,1.8,-1.798444444,Highly risky,1.064743824
Timken India Ltd.,TIMKEN,Auto Ancillaries,17359.75,31-03-2023,207261.46,51.24,53.78,10.17,0.89,18.5,2.4,0.089472973,Moderately risky,6.092226632
Titan Company Ltd.,TITAN,"Diamond, Gems and Jewellery",17359.75,31-03-2023,2232693.41,37.58,66.93,18.62,1.19,20.0,3.5,-3.0985,Highly risky,8.927081886
Torrent Pharmaceuticals Ltd.,TORNTPHARM,Pharmaceuticals,17359.75,31-03-2023,520241.41,30.4,50.56,8.06,0.5,25.0,3.5,1.214742857,Non risky,3.545608967
Torrent Power Ltd.,TORNTPOWER,Power Generation & Distribution,17359.75,31-03-2023,245306.81,42.85,11.91,2.23,0.85,15.5,2.0,4.551612903,Investment Worthy,1.807511046
Touchwood Entertainment Ltd.,TOUCHWOOD,Entertainment,17359.75,31-03-2023,1615.25,2.44,65.13,8.7,0.64,25.0,4.0,-2.1762,Highly risky,7.157876011
Trent Ltd.,TRENT,Retail,17359.75,31-03-2023,488777.48,8.89,154.71,15.87,1.18,22.5,2.5,-10.515,Highly risky,6.204542239
Tribhovandas Bhimji Zaveri Ltd.,TBZ,"Diamond, Gems and Jewellery",17359.75,31-03-2023,4077.24,5.54,11.02,0.72,1.74,20.0,3.5,1.057285714,Non risky,2.205544349
Trident Ltd.,TRIDENT,Textiles,17359.75,31-03-2023,142431.96,0.82,34.2,4.09,1.48,15.0,1.8,-2.950222222,Highly risky,2.57165527
Trigyn Technologies Ltd.,TRIGYN,IT - Software,17359.75,31-03-2023,2829.21,1.12,82.01,1.49,1.72,30.0,5.0,-1.639666667,Highly risky,0.965472538
Triveni Turbine Ltd.,TRITURBINE,Capital Goods - Electrical Equipment,17359.75,31-03-2023,105900.69,4.55,73.29,16.95,1.22,18.5,2.3,-9.096186839,Highly risky,7.230344874
Ujjivan Financial Services Ltd.,UJJIVAN,Finance,17359.75,31-03-2023,31180.01,8.89,28.83,1.68,1.59,15.0,1.8,-0.556333333,Moderately risky,1.958074474
Uniphos Enterprises Ltd.,UNIENTER,Trading,17359.75,31-03-2023,10619.65,5.57,27.43,0.37,1.14,18.5,2.5,0.786297297,Non risky,-0.410359621
United Breweries Ltd.,UBL,Alcoholic Beverages,17359.75,31-03-2023,376631.91,12.57,113.36,9.51,0.93,20.0,3.0,-5.511,Highly risky,6.233904136
United Polyfab Gujarat Ltd.,UNITEDPOLY,Textiles,17359.75,31-03-2023,1570.32,2.62,28.66,2.59,0.39,15.0,1.8,-0.477555556,Moderately risky,4.278670976
United Spirits Ltd.,MCDOWELL-N,Alcoholic Beverages,17359.75,31-03-2023,550048.26,9.63,78.51,9.25,0.96,20.0,3.0,-4.005833333,Highly risky,6.538781516
Universal Cables Ltd.,UNIVCABLES,Cables,17359.75,31-03-2023,12441.76,18.09,19.83,1.76,1.64,14.5,1.8,0.823636015,Non risky,2.058988723
Urja Global Ltd.,URJA,Trading,17359.75,31-03-2023,3816.86,0.02,284.84,2.62,1.35,18.5,2.5,-14.79275676,Highly risky,0.215989627
Usha Martin Ltd.,USHAMART,Steel,17359.75,31-03-2023,65367.11,6.54,32.82,6.05,1.45,15.5,1.9,-3.097629881,Highly risky,4.955113696
Uttam Sugar Mills Ltd.,UTTAMSUGAR,Sugar,17359.75,31-03-2023,8821.35,32.36,7.15,1.55,1.7,12.0,1.2,2.6485,Non risky,2.070009352
V-Guard Industries Ltd.,VGUARD,Capital Goods - Electrical Equipment,17359.75,31-03-2023,108065.22,3.91,64.03,6.92,0.81,18.5,2.3,-3.888776733,Highly risky,4.376709831
Vadilal Industries Ltd.,VADILALIND,FMCG,17359.75,31-03-2023,15785.55,99.75,22.02,7.38,0.97,30.0,6.0,10.041,Investment Worthy,3.890156656
Vaibhav Global Ltd.,VAIBHAVGBL,"Diamond, Gems and Jewellery",17359.75,31-03-2023,45024.5,6.05,45.07,7.36,0.87,20.0,3.5,-1.621357143,Moderately risky,6.041776502
Vaishali Pharma Ltd.,VAISHALI,Trading,17359.75,31-03-2023,1538.69,6.33,23.03,4.67,0.33,18.5,2.5,0.190135135,Moderately risky,2.173633023
Vardhman Acrylics Ltd.,VARDHACRLC,Textiles,17359.75,31-03-2023,3495.82,4.09,10.64,1.43,0.81,15.0,1.8,1.095222222,Non risky,-0.079522385
Vardhman Holdings Ltd.,VHL,Finance,17359.75,31-03-2023,8171.93,21.62,118.43,1.02,1.32,15.0,1.8,-4.62,Highly risky,-1.718290781
Vardhman Special Steels Ltd.,VSSL,Steel,17359.75,31-03-2023,16137.21,24.72,16.06,2.52,1.09,15.5,1.9,2.019555178,Non risky,2.893391287
Vardhman Textiles Ltd.,VTL,Textiles,17359.75,31-03-2023,84916.61,25.91,11.34,1.02,1.0,15.0,1.8,3.268333333,Investment Worthy,1.218626875
Varun Beverages Ltd.,VBL,FMCG,17359.75,31-03-2023,900936.99,23.7,58.53,15.29,0.77,30.0,6.0,0.100666667,Moderately risky,8.0290496
Vascon Engineers Ltd.,VASCONEQ,Construction,17359.75,31-03-2023,5400.33,3.83,6.49,0.6,1.62,17.0,2.2,1.108508021,Non risky,1.266151641
Vaswani Industries Ltd.,VASWANI,Steel,17359.75,31-03-2023,600.0,2.0,9.98,0.57,1.33,15.5,1.9,0.926129032,Non risky,2.039115207
Vedanta Ltd.,VEDL,Mining & Mineral products,17359.75,31-03-2023,1020185.28,61.55,4.46,1.5,1.51,15.0,2.0,6.597666667,Investment Worthy,0.262866841
Venus Remedies Ltd.,VENUSREM,Pharmaceuticals,17359.75,31-03-2023,2171.47,21.67,7.5,0.45,0.96,25.0,3.5,3.778428571,Investment Worthy,1.623526184
Vertoz Advertising Ltd.,VERTOZ,Miscellaneous,17359.75,31-03-2023,3706.36,1.96,102.1,3.14,0.83,18.5,2.5,-4.408918919,Highly risky,7.783683886
